Difficulty,Time,Sum of HR,Hashrates,,,,,,,,,,,,,,,,,,,,,,,,,,
14484.1624,7.9817,129899628072.0120,,,,,,,,,,1.299E+11,,,,,,,,,,,,,,,,,
14484.1624,8.2209,126120270612.5120,,,,,,,,,,1.2612E+11,,,,,,,,,,,,,,,,,
16307.4209,9.1568,124375397360.1160,,,,,,,,,,1.24375E+11,,,,,,,,,,,,,,,,,
16307.4209,10.2902,113441127855.2630,,,,,,,,,,1.13441E+11,,,,,,,,,,,,,,,,,
16307.4209,9.2861,125706672187.8880,,,,,,,,,,1.25707E+11,,,,,,,,,,,,,,,,,
16307.4209,10.2817,113535028516.3760,,,,,,,,,,1.13535E+11,,,,,,,,,,,,,,,,,
16307.4209,8.7889,132818400107.9990,,,,,,,,,,1.32818E+11,,,,,,,,,,,,,,,,,
16307.4209,8.4694,137829012527.4160,,,,,,,,,,1.37829E+11,,,,,,,,,,,,,,,,,
16307.4209,8.8370,132095594577.1760,,,,,,,,,,1.32096E+11,,,,,,,,,,,,,,,,,
16307.4209,8.5607,136359259912.4380,,,,,,,,,,1.36359E+11,,,,,,,,,,,,,,,,,
16307.4209,8.6578,134830689141.8330,,,,,,,,,,1.34831E+11,,,,,,,,,,,,,,,,,
16307.4209,8.5870,135941205636.5410,,,,,,,,,,1.35941E+11,,,,,,,,,,,,,,,,,
16307.4209,7.6682,152230595827.0610,,,,,,,,,,1.52231E+11,,,,,,,,,,,,,,,,,
16307.4209,7.9793,146295204777.1270,,,,,,,,,,1.46295E+11,,,,,,,,,,,,,,,,,
18437.6444,9.0439,136161051994.7910,,,,,,,,,,1.36161E+11,,,,,,,,,,,,,,,,,
18437.6444,8.3991,157137316412.4530,,,,,,,,,,1.57137E+11,,,,,,,,,,,,,,,,,
18437.6444,7.9711,165575669685.7460,,,,,,,,,,1.65576E+11,,,,,,,,,,,,,,,,,
18437.6444,9.9862,132164580268.5790,,,,,,,,,,1.32165E+11,,,,,,,,,,,,,,,,,
18437.6444,8.6394,152766477168.4000,,,,,,,,,,1.52766E+11,,,,,,,,,,,,,,,,,
18437.6444,7.7847,169540486209.4060,,,,,,,,,,1.6954E+11,,,,,,,,,,,,,,,,,
18437.6444,8.2657,159673903912.8880,,,,,,,,,,1.59674E+11,,,,,,,,,,,,,,,,,
18437.6444,8.7370,151061299333.4020,,,,,,,,,,1.51061E+11,,,,,,,,,,,,,,,,,
18437.6444,8.4845,155556187117.7020,,,,,,,,,,1.55556E+11,,,,,,,,,,,,,,,,,
18437.6444,7.6571,172365430692.5140,,,,,,,,,,1.72365E+11,,,,,,,,,,,,,,,,,
18437.6444,9.2426,142796828496.0880,,,,,,,,,,1.42797E+11,,,,,,,,,,,,,,,,,
18437.6444,7.9751,165492497966.3150,,,,,,,,,,1.65492E+11,,,,,,,,,,,,,,,,,
22012.3813,9.0254,162890336393.8540,,,,,,,,,,1.6289E+11,,,,,,,,,,,,,,,,,
22012.3813,8.7987,179083445507.7470,,,,,,,,,,1.79083E+11,,,,,,,,,,,,,,,,,
22012.3813,9.2342,170638951262.9020,,,,,,,,,,1.70639E+11,,,,,,,,,,,,,,,,,
22012.3813,9.2599,170163989255.9930,,,,,,,,,,1.70164E+11,,,,,,,,,,,,,,,,,
22012.3813,8.3836,187950578884.3470,,,,,,,,,,1.87951E+11,,,,,,,,,,,,,,,,,
22012.3813,8.8629,177786782681.2520,,,,,,,,,,1.77787E+11,,,,,,,,,,,,,,,,,
22012.3813,9.0590,173939011361.2430,,,,,,,,,,1.73939E+11,,,,,,,,,,,,,,,,,
22012.3813,9.0535,174043229774.2560,,,,,,,,,,1.74043E+11,,,,,,,,,,,,,,,,,
22012.3813,7.4307,212054580636.8970,,,,,,,,,,2.12055E+11,,,,,,,,,,,,,,,,,
22012.3813,8.0367,196064369322.7160,,,,,,,,,,1.96064E+11,,,,,,,,,,,,,,,,,
22012.3813,8.0724,195196666913.3360,,,,,,,,,,1.95197E+11,,,,,,,,,,,,,,,,,
22012.3813,7.1208,221283266244.0290,,,,,,,,,,2.21283E+11,,,,,,,,,,,,,,,,,
25997.8799,8.4932,210719986748.9430,,,,,,,,,,2.1072E+11,,,,,,,,,,,,,,,,,
25997.8799,7.5948,245036442868.3550,,,,,,,,,,2.45036E+11,,,,,,,,,,,,,,,,,
25997.8799,7.7102,241368200672.6720,,,,,,,,,,2.41368E+11,,,,,,,,,,,,,,,,,
25997.8799,7.7667,239613828454.0210,,,,,,,,,,2.39614E+11,,,,,,,,,,,,,,,,,
25997.8799,7.3207,254212038838.8620,,,,,,,,,,2.54212E+11,,,,,,,,,,,,,,,,,
25997.8799,7.2878,255358559509.7610,,,,,,,,,,2.55359E+11,,,,,,,,,,,,,,,,,
25997.8799,7.3267,254002560707.4630,,,,,,,,,,2.54003E+11,,,,,,,,,,,,,,,,,
25997.8799,6.4428,288849018296.6270,,,,,,,,,,2.88849E+11,,,,,,,,,,,,,,,,,
25997.8799,6.2053,299904260596.6920,,,,,,,,,,2.99904E+11,,,,,,,,,,,,,,,,,
25997.8799,6.2291,298756835824.7020,,,,,,,,,,2.98757E+11,,,,,,,,,,,,,,,,,
36459.8869,6.7862,359600812272.1930,,,,,,,,,,3.59601E+11,,,,,,,,,,,,,,,,,
36459.8869,8.9220,292522509605.9880,,,,,,,,,,2.92523E+11,,,,,,,,,,,,,,,,,
36459.8869,7.2575,359614659737.3790,,,,,,,,,,3.59615E+11,,,,,,,,,,,,,,,,,
36459.8869,7.4523,350213156493.8700,,,,,,,,,,3.50213E+11,,,,,,,,,,,,,,,,,
36459.8869,6.7397,387245542090.9130,,,,,,,,,,3.87246E+11,,,,,,,,,,,,,,,,,
36459.8869,5.9880,435855304232.9250,,,,,,,,,,4.35855E+11,,,,,,,,,,,,,,,,,
36459.8869,6.9743,374215981638.7340,,,,,,,,,,3.74216E+11,,,,,,,,,,,,,,,,,
36459.8869,6.4073,407330199664.6450,,,,,,,,,,4.0733E+11,,,,,,,,,,,,,,,,,
36459.8869,5.2118,500769926665.3370,,,,,,,,,,5.0077E+11,,,,,,,,,,,,,,,,,
55589.5181,5.8570,548132663685.9020,,,,,,,,,,5.48133E+11,,,,,,,,,,,,,,,,,
55589.5181,9.5314,417486848831.3040,,,,,,,,,,4.17487E+11,,,,,,,,,,,,,,,,,
55589.5181,11.2096,354985659131.8080,,,,,,,,,,3.54986E+11,,,,,,,,,,,,,,,,,
55589.5181,8.6093,462202614317.3840,,,,,,,,,,4.62203E+11,,,,,,,,,,,,,,,,,
55589.5181,7.7415,514016554176.5920,,,,,,,,,,5.14017E+11,,,,,,,,,,,,,,,,,
55589.5181,6.4795,614130809382.4620,,,,,,,,,,6.14131E+11,,,,,,,,,,,,,,,,,
55589.5181,5.1643,770536874897.1150,,,,,,,,,,7.70537E+11,,,,,,,,,,,,,,,,,
55589.5181,5.2833,753170859164.9990,,,,,,,,,,7.53171E+11,,,,,,,,,,,,,,,,,
55589.5181,6.8531,580651674238.9270,,,,,,,,,,5.80652E+11,,,,,,,,,,,,,,,,,
55589.5181,7.7132,515902282827.3210,,,,,,,,,,5.15902E+11,,,,,,,,,,,,,,,,,
76192.6193,8.9702,500124910043.4790,,,,,,,,,,5.00125E+11,,,,,,,,,,,,,,,,,
76192.6193,13.1477,414830641456.1170,,,,,,,,,,4.14831E+11,,,,,,,,,,,,,,,,,
76192.6193,11.0287,494534375037.6320,,,,,,,,,,4.94534E+11,,,,,,,,,,,,,,,,,
76192.6193,10.3301,527978439850.8590,,,,,,,,,,5.27978E+11,,,,,,,,,,,,,,,,,
76192.6193,12.0926,451026535168.0230,,,,,,,,,,4.51027E+11,,,,,,,,,,,,,,,,,
76192.6193,12.9438,421367852302.1180,,,,,,,,,,4.21368E+11,,,,,,,,,,,,,,,,,
76192.6193,12.9213,422100615321.0580,,,,,,,,,,4.22101E+11,,,,,,,,,,,,,,,,,
76192.6193,10.6249,513331110255.0440,,,,,,,,,,5.13331E+11,,,,,,,,,,,,,,,,,
76192.6193,10.2235,533483460353.9410,,,,,,,,,,5.33483E+11,,,,,,,,,,,,,,,,,
76192.6193,11.9443,456625972340.3280,,,,,,,,,,4.56626E+11,,,,,,,,,,,,,,,,,
76192.6193,12.4830,436919101318.0220,,,,,,,,,,4.36919E+11,,,,,,,,,,,,,,,,,
76192.6193,10.5754,515731493572.9460,,,,,,,,,,5.15731E+11,,,,,,,,,,,,,,,,,
76192.6193,9.4622,576409497614.1540,,,,,,,,,,5.76409E+11,,,,,,,,,,,,,,,,,
76192.6193,12.3978,439924674502.9570,,,,,,,,,,4.39925E+11,,,,,,,,,,,,,,,,,
76192.6193,9.2244,591265621356.8130,,,,,,,,,,5.91266E+11,,,,,,,,,,,,,,,,,
76192.6193,9.4151,579288785557.8260,,,,,,,,,,5.79289E+11,,,,,,,,,,,,,,,,,
76192.6193,8.3170,599065563860.7990,,,,,,,,,,5.99066E+11,,,,,,,,,,,,,,,,,
68977.7846,10.4938,470525744581.5360,,,,,,,,,,4.70526E+11,,,,,,,,,,,,,,,,,
68977.7846,9.9395,496767135313.0420,,,,,,,,,,4.96767E+11,,,,,,,,,,,,,,,,,
68977.7846,8.6861,568450263774.7670,,,,,,,,,,5.6845E+11,,,,,,,,,,,,,,,,,
68977.7846,8.8450,558239441521.5150,,,,,,,,,,5.58239E+11,,,,,,,,,,,,,,,,,
68977.7846,9.2262,535175415373.5790,,,,,,,,,,5.35175E+11,,,,,,,,,,,,,,,,,
68977.7846,7.0515,700223693942.8480,,,,,,,,,,7.00224E+11,,,,,,,,,,,,,,,,,
68977.7846,8.2480,598643956051.8690,,,,,,,,,,5.98644E+11,,,,,,,,,,,,,,,,,
68977.7846,8.0576,612791239510.8230,,,,,,,,,,6.12791E+11,,,,,,,,,,,,,,,,,
68977.7846,8.2200,600683960132.3650,,,,,,,,,,6.00684E+11,,,,,,,,,,,,,,,,,
68977.7846,8.0596,612635252000.3750,,,,,,,,,,6.12635E+11,,,,,,,,,,,,,,,,,
82345.6441,7.3959,676955268130.0120,,,,,,,,,,6.76955E+11,,,,,,,,,,,,,,,,,
82345.6441,9.7881,602216267840.0650,,,,,,,,,,6.02216E+11,,,,,,,,,,,,,,,,,
82345.6441,9.7935,601879643428.2580,,,,,,,,,,6.0188E+11,,,,,,,,,,,,,,,,,
82345.6441,8.6108,684547442282.5600,,,,,,,,,,6.84547E+11,,,,,,,,,,,,,,,,,
82345.6441,9.3105,633107754292.6680,,,,,,,,,,6.33108E+11,,,,,,,,,,,,,,,,,
82345.6441,8.3284,707760989473.0340,,,,,,,,,,7.07761E+11,,,,,,,,,,,,,,,,,
82345.6441,8.8475,666233416480.2750,,,,,,,,,,6.66233E+11,,,,,,,,,,,,,,,,,
82345.6441,8.7974,670027676921.1830,,,,,,,,,,6.70028E+11,,,,,,,,,,,,,,,,,
82345.6441,7.3786,798867565476.1820,,,,,,,,,,7.98868E+11,,,,,,,,,,,,,,,,,
82345.6441,9.0931,648240380201.6390,,,,,,,,,,6.4824E+11,,,,,,,,,,,,,,,,,
82345.6441,10.5566,558373051321.3480,,,,,,,,,,5.58373E+11,,,,,,,,,,,,,,,,,
82345.6441,8.3109,709254173426.1580,,,,,,,,,,7.09254E+11,,,,,,,,,,,,,,,,,
82345.6441,8.0019,736637307112.7060,,,,,,,,,,7.36637E+11,,,,,,,,,,,,,,,,,
92347.5910,9.6800,661416356802.2720,,,,,,,,,,6.61416E+11,,,,,,,,,,,,,,,,,
92347.5910,9.4263,701282471469.8960,,,,,,,,,,7.01282E+11,,,,,,,,,,,,,,,,,
92347.5910,9.9197,666402622366.2330,,,,,,,,,,6.66403E+11,,,,,,,,,,,,,,,,,
92347.5910,9.8244,672866935194.4140,,,,,,,,,,6.72867E+11,,,,,,,,,,,,,,,,,
92347.5910,8.2261,803596944889.2120,,,,,,,,,,8.03597E+11,,,,,,,,,,,,,,,,,
92347.5910,8.3537,791327454780.4380,,,,,,,,,,7.91327E+11,,,,,,,,,,,,,,,,,
92347.5910,8.8138,750017988170.7180,,,,,,,,,,7.50018E+11,,,,,,,,,,,,,,,,,
92347.5910,7.4190,891021535056.7340,,,,,,,,,,8.91022E+11,,,,,,,,,,,,,,,,,
92347.5910,7.5191,879165507436.4270,,,,,,,,,,8.79166E+11,,,,,,,,,,,,,,,,,
92347.5910,7.8608,840940640810.7950,,,,,,,,,,8.40941E+11,,,,,,,,,,,,,,,,,
92347.5910,8.7982,751349144230.2850,,,,,,,,,,7.51349E+11,,,,,,,,,,,,,,,,,
92347.5910,7.1516,924340491041.8770,,,,,,,,,,9.2434E+11,,,,,,,,,,,,,,,,,
109670.1333,7.6852,1002728704661.1600,,,,,,,,,,1.00273E+12,,,,,,,,,,,,,,,,,
109670.1333,8.0395,976492921514.0610,,,,,,,,,,9.76493E+11,,,,,,,,,,,,,,,,,
109670.1333,7.3223,1072142234575.9600,,,,,,,,,,1.07214E+12,,,,,,,,,,,,,,,,,
109670.1333,7.3485,1068316885654.3300,,,,,,,,,,1.06832E+12,,,,,,,,,,,,,,,,,
109670.1333,7.3064,1074463748643.1000,,,,,,,,,,1.07446E+12,,,,,,,,,,,,,,,,,
109670.1333,6.5775,1193528679595.7000,,,,,,,,,,1.19353E+12,,,,,,,,,,,,,,,,,
109670.1333,6.5812,1192867970225.3400,,,,,,,,,,1.19287E+12,,,,,,,,,,,,,,,,,
109670.1333,6.7496,1163103237403.5800,,,,,,,,,,1.1631E+12,,,,,,,,,,,,,,,,,
109670.1333,6.5639,1196005684043.7900,,,,,,,,,,1.19601E+12,,,,,,,,,,,,,,,,,
157416.4018,5.9844,1381114163413.1500,,,,,,,,,,1.38111E+12,,,,,,,,,,,,,,,,,
157416.4018,7.9230,1422219535517.6900,,,,,,,,,,1.42222E+12,,,,,,,,,,,,,,,,,
157416.4018,7.5271,1497023856372.4200,,,,,,,,,,1.49702E+12,,,,,,,,,,,,,,,,,
157416.4018,8.5372,1319909576669.4800,,,,,,,,,,1.31991E+12,,,,,,,,,,,,,,,,,
157416.4018,6.9674,1617291819944.5400,,,,,,,,,,1.61729E+12,,,,,,,,,,,,,,,,,
157416.4018,5.9501,1893810846240.3800,,,,,,,,,,1.89381E+12,,,,,,,,,,,,,,,,,
157416.4018,6.5102,1730861994646.4500,,,,,,,,,,1.73086E+12,,,,,,,,,,,,,,,,,
157416.4018,5.7939,1944847547921.1800,,,,,,,,,,1.94485E+12,,,,,,,,,,,,,,,,,
157416.4018,5.6711,1986978118739.4200,,,,,,,,,,1.98698E+12,,,,,,,,,,,,,,,,,
244112.4878,4.9557,2347740106411.6100,,,,,,,,,,2.34774E+12,,,,,,,,,,,,,,,,,
244112.4878,8.4902,2058178040301.8600,,,,,,,,,,2.05818E+12,,,,,,,,,,,,,,,,,
244112.4878,6.5290,2676399444645.9100,,,,,,,,,,2.6764E+12,,,,,,,,,,,,,,,,,
244112.4878,6.5531,2666560309567.7300,,,,,,,,,,2.66656E+12,,,,,,,,,,,,,,,,,
244112.4878,5.7126,3058879284365.5000,,,,,,,,,,3.05888E+12,,,,,,,,,,,,,,,,,
244112.4878,5.0333,3471705799788.0600,,,,,,,,,,3.47171E+12,,,,,,,,,,,,,,,,,
244112.4878,4.8154,3628838383910.5200,,,,,,,,,,3.62884E+12,,,,,,,,,,,,,,,,,
244112.4878,4.6853,3729557512068.3900,,,,,,,,,,3.72956E+12,,,,,,,,,,,,,,,,,
434877.0455,4.8762,4075562138630.5100,,,,,,,,,,4.07556E+12,,,,,,,,,,,,,,,,,
434877.0455,8.6303,3607008984571.6700,,,,,,,,,,3.60701E+12,,,,,,,,,,,,,,,,,
434877.0455,9.2629,3360686246328.3100,,,,,,,,,,3.36069E+12,,,,,,,,,,,,,,,,,
434877.0455,7.9194,3930840813034.2900,,,,,,,,,,3.93084E+12,,,,,,,,,,,,,,,,,
434877.0455,9.3655,3323879196200.8100,,,,,,,,,,3.32388E+12,,,,,,,,,,,,,,,,,
434877.0455,9.7020,3208587041026.3700,,,,,,,,,,3.20859E+12,,,,,,,,,,,,,,,,,
434877.0455,7.6498,4069337645203.2500,,,,,,,,,,4.06934E+12,,,,,,,,,,,,,,,,,
434877.0455,7.5657,4114583482489.4500,,,,,,,,,,4.11458E+12,,,,,,,,,,,,,,,,,
434877.0455,7.1575,4349238642994.1600,,,,,,,,,,4.34924E+12,,,,,,,,,,,,,,,,,
434877.0455,6.4190,4849584131400.5800,,,,,,,,,,4.84958E+12,,,,,,,,,,,,,,,,,
434877.0455,6.9352,4488669098809.1900,,,,,,,,,,4.48867E+12,,,,,,,,,,,,,,,,,
567269.5302,6.1567,5630972423472.4700,,,,,,,,,,5.63097E+12,,,,,,,,,,,,,,,,,
567269.5302,8.5002,4777152702487.0200,,,,,,,,,,4.77715E+12,,,,,,,,,,,,,,,,,
567269.5302,7.7170,5261966107612.7800,,,,,,,,,,5.26197E+12,,,,,,,,,,,,,,,,,
567269.5302,6.5317,6216888183885.4700,,,,,,,,,,6.21689E+12,,,,,,,,,,,,,,,,,
567269.5302,6.4694,6276780381867.7100,,,,,,,,,,6.27678E+12,,,,,,,,,,,,,,,,,
567269.5302,5.6691,7162801173353.6000,,,,,,,,,,7.1628E+12,,,,,,,,,,,,,,,,,
567269.5302,6.1996,6549926741145.9300,,,,,,,,,,6.54993E+12,,,,,,,,,,,,,,,,,
567269.5302,6.3634,6381259099743.0300,,,,,,,,,,6.38126E+12,,,,,,,,,,,,,,,,,
567269.5302,5.8391,6954236477027.2100,,,,,,,3.09703E+11,,,6.64453E+12,,,,,,,,,,,,,,,,,
876954.4935,5.1615,9545226420501.7200,,,,,,,4.10547E+11,,,9.13468E+12,,,,,,,,,,,,,,,,,
876954.4935,7.9654,7880970364189.4700,,,,,,,1.3135E+11,,,7.74962E+12,,,,,,,,,,,,,,,,,
876954.4935,7.7711,8078031729813.6500,,,,,,,3.90873E+11,,,7.68716E+12,,,,,,,,,,,,,,,,,
876954.4935,7.2510,8657387393503.6700,,,,,,,2.19731E+11,,,8.43766E+12,,,,,,,,,,,,,,,,,
876954.4935,6.5099,9642922332729.8100,,,,,,,4.7566E+11,,,9.16726E+12,,,,,,,,,,,,,,,,,
876954.4935,6.1528,10202565965720.1000,,,,,,,4.36007E+11,,,9.76656E+12,,,,,,,,,,,,,,,,,
876954.4935,5.6715,11068521134580.0000,,,,,,,3.06244E+11,,,1.07623E+13,,,,,,,,,,,,,,,,,
876954.4935,5.5621,11286276347587.1000,,,,,,,3.03861E+11,,,1.09824E+13,,,,,,,,,,,,,,,,,
876954.4935,5.9881,10483344258628.5000,,,,,,,4.36806E+11,,,1.00465E+13,,,,,,,,,,,,,,,,,
1379192.2882,6.6562,11481542821050.2000,,,,,,,,,,1.14815E+13,,,,,,,,,,,,,,,,,
1379192.2882,10.0354,9837786461899.6700,,,,,,,1.37591E+11,,,9.7002E+12,,,,,,,,,,,,,,,,,
1379192.2882,9.4867,10406837322427.7000,,,,,,,69844545788,,,1.0337E+13,,,,,,,,,,,,,,,,,
1379192.2882,8.6665,11391770359010.5000,,,,,,,2.69628E+11,,,1.11221E+13,,,,,,,,,,,,,,,,,
1379192.2882,9.0285,10934925394623.6000,,,,,,,2.0503E+11,,,1.07299E+13,,,,,,,,,,,,,,,,,
1379192.2882,8.3977,11756401192278.5000,,,,,,,5.46809E+11,,,1.12096E+13,,,,,,,,,,,,,,,,,
1379192.2882,7.4861,13187920441672.1000,,,,,,,2.76187E+11,,,1.29117E+13,,,,,,,,,,,,,,,,,
1379192.2882,8.3783,11783553976801.1000,,,,,,,68113028768,,,1.17154E+13,,,,,,,,,,,,,,,,,
1379192.2882,8.5374,11564024022561.4000,,,,,,,,,,1.1564E+13,,,,,,,,,,,,,,,,,
1379192.2882,8.7000,11347865465201.2000,,,,,,,,,,1.13479E+13,,,,,,,,,,,,,,,,,
1379192.2882,8.4267,11715952873487.0000,,,,,,,,,,1.1716E+13,,,,,,,,,,,,,,,,,
1379192.2882,10.4073,9486254391558.1100,,,,,,,68246434472,,,9.41801E+12,,,,,,,,,,,,,,,,,
1563027.9961,9.2071,10932227674753.9000,,,,,,,1.39264E+11,,,1.0793E+13,,,,,,,,,,,,,,,,,
1563027.9961,10.8733,10289983975858.3000,,,,,,,78549495999,,,1.02114E+13,,,,,,,,,,,,,,,,,
1563027.9961,8.6664,12910363192168.9000,,,,,,,2.34734E+11,,,1.26756E+13,,,,,,,,,,,,,,,,,
1563027.9961,9.8318,11380039646647.0000,,,,,,,3.81881E+11,,,1.09982E+13,,,,,,,,,,,,,,,,,
1563027.9961,10.2950,10867971820018.5000,,,,,,,2.37985E+11,,,1.063E+13,,,,,,,,,,,,,,,,,
1563027.9961,9.3630,11949854281682.3000,,,,,,,3.04455E+11,,,1.16454E+13,,,,,,,,,,,,,,,,,
1563027.9961,10.2213,10946372603539.6000,,,,,,,4.65803E+11,,,1.04806E+13,,,,,,,,,,,,,,,,,
1563027.9961,7.5155,14887289128690.5000,,,,,,,4.67664E+11,,,1.44196E+13,,,,,,,,,,,,,,,,,
1563027.9961,9.8876,11315761558152.7000,,,,,,,2.35745E+11,,,1.108E+13,,,,,,,,,,,,,,,,,
1563027.9961,8.5981,13012790681555.9000,,,,,,,5.62281E+11,,,1.24505E+13,,,,,,,,,,,,,,,,,
1563027.9961,9.6001,11654652591311.8000,,,,,,,2.96934E+11,,,1.13577E+13,,,,,,,,,,,,,,,,,
1563027.9961,8.4706,13208752331351.5000,,,,,,,5.4389E+11,,,1.26649E+13,,,,,,,,,,,,,,,,,
1563027.9961,8.3694,13368430810476.6000,,,,,,,3.14551E+11,,,1.30539E+13,,,,,,,,,,,,,,,,,
1690895.8031,10.2653,11043896764536.6000,,,,,,,,,,1.10439E+13,,,,,,,,,,,,,,,,,
1690895.8031,9.6632,12525772772957.2000,,,,,,,4.20328E+11,,,1.21054E+13,,,,,,,,,,,,,,,,,
1690895.8031,9.4294,12836364605425.4000,,,,,,,3.37799E+11,,,1.24986E+13,,,,,,,,,,,,,,,,,
1690895.8031,9.5106,12726756126930.7000,,,,,,,3.37133E+11,,,1.23896E+13,,,,,,,,,,,,,,,,,
1690895.8031,9.8489,12289651323170.3000,,,,,,,3.36703E+11,,,1.19529E+13,,,,,,,,,,,,,,,,,
1690895.8031,8.6778,13948106594380.6000,,,,,,,5.04148E+11,,,1.3444E+13,,,,,,,,,,,,,,,,,
1690895.8031,8.7269,13869698352746.2000,,,,,,,2.52176E+11,,,1.36175E+13,,,,,,,,,,,,,,,,,
1690895.8031,8.2444,14681340931179.8000,,,,,,,5.005E+11,,,1.41808E+13,,,,,,,,,,,,,,,,,
1690895.8031,8.2701,14635713903860.8000,,,,,,,4.20566E+11,,,1.42151E+13,,,,,,,,,,,,,,,,,
1690895.8031,9.2847,13036353327619.9000,,,,,,,5.04633E+11,,,1.25317E+13,,,,,,,,,,,,,,,,,
1690895.8031,8.7291,13866208544354.7000,,,,,,,6.764E+11,,,1.31898E+13,,,,,,,,,,,,,,,,,
1690895.8031,9.5086,12729491116125.4000,,,,,,,4.18733E+11,,,1.23108E+13,,,,,,,,,,,,,,,,,
1690895.8031,8.2585,14656340160001.8000,,,,,,,3.35002E+11,,,1.43213E+13,,,,,,,,,,,,,,,,,
1888786.7054,8.6180,15011253772696.4000,,,,,,,7.27818E+11,,,1.42834E+13,,,,,,,,,,,,,,,,,
1888786.7054,9.3234,14501679409923.4000,,,,,,,4.70834E+11,,,1.40308E+13,,,,,,,,,,,,,,,,,
1888786.7054,9.2843,14562733074068.9000,,,,,,,4.63781E+11,,,1.4099E+13,,,,,,,,,,,,,,,,,
1888786.7054,11.1332,12144268368602.1000,,,,,,,6.58991E+11,,,1.14853E+13,,,,,,,,,,,,,,,,,
1888786.7054,10.1167,13364542221764.3000,,,,,,,2.86383E+11,,,1.30782E+13,,,,,,,,,,,,,,,,,
1888786.7054,12.0251,11243499610226.0000,,,,,,,2.76479E+11,,,1.0967E+13,,,,,,,,,,,,,,,,,
1888786.7054,11.4122,11847407369430.4000,,,,,,,6.58189E+11,,,1.11892E+13,,,,,,,,,,,,,,,,,
1888786.7054,10.6230,12727489380867.2000,,,,,,,5.61507E+11,,,1.2166E+13,,,,,,,,,,,,,,,,,
1888786.7054,9.8184,13770564252313.1000,,,,,,,6.60233E+11,,,1.31103E+13,,,,,,,,,,,,,,,,,
1888786.7054,9.4941,14240941070714.2000,,,,,,,7.49523E+11,,,1.34914E+13,,,,,,,,,,,,,,,,,
1888786.7054,10.5182,12854290615541.3000,,,,,,,5.62962E+11,,,1.22913E+13,,,,,,,,,,,,,,,,,
1888786.7054,11.0364,12250804692412.7000,,,,,,,6.54623E+11,,,1.15962E+13,,,,,,,,,,,,,,,,,
1888786.7054,10.9903,12302226059439.9000,,,,,,,2.83898E+11,,,1.20183E+13,,,,,,,,,,,,,,,,,
1888786.7054,10.9135,12388738138215.4000,,,,,,,5.63124E+11,,,1.18256E+13,,,,,,,,,,,,,,,,,
1888786.7054,11.1543,12113073035064.0000,,,,,,,7.51198E+11,,,1.13619E+13,,,,,,,,,,,,,,,,,
1805700.8362,9.8593,13110174076959.5000,,,,,,,6.24294E+11,,,1.24859E+13,,,,,,,,,,,,,,,,,
1805700.8362,10.5620,12237926590657.3000,,,,,,,2.69954E+11,,,1.1968E+13,,,,,,,,,,,,,,,,,
1805700.8362,9.8944,13063603657178.6000,,,,,,,5.44317E+11,,,1.25193E+13,,,,,,,,,,,,,,,,,
1805700.8362,11.0225,11726638860456.0000,,,,,,,3.58065E+11,,,1.13686E+13,,,,,,,,,,,,,,,,,
1805700.8362,9.5413,13547062731964.7000,,,,,,,4.45627E+11,,,1.31014E+13,,,,,,,,,,,,,,,,,
1805700.8362,9.0364,14304120693608.8000,,,,,,,7.15206E+11,,,1.35889E+13,,,,,,,,,,,,,,,,,
1805700.8362,8.4847,15234114027897.7000,,,,,,,90142686556,,,1.5144E+13,,,,,,,,,,,,,,,,,
1805700.8362,9.2902,13913251725839.6000,,,,,,,4.48815E+11,,,1.34644E+13,,,,,,,,,,,,,,,,,
1805700.8362,10.7805,11989928919143.5000,,,,,,,4.47385E+11,,,1.15425E+13,,,,,,,,,,,,,,,,,
1805700.8362,10.5393,12264343959148.4000,,,,,,,2.72541E+11,,,1.19918E+13,,,,,,,,,,,,,,,,,
1805700.8362,9.7472,13260993690337.5000,,,,,,,3.60843E+11,,,1.29002E+13,,,,,,,,,,,,,,,,,
1805700.8362,11.8299,10926288776638.7000,,,,,,,1.79119E+11,,,1.07472E+13,,,,,,,,,,,,,,,,,
1805700.8362,12.4993,10341162370092.0000,,,,,,,5.34888E+11,,,9.80627E+12,,,,,,,,,,,,,,,,,
1805700.8362,10.4801,12333607527721.3000,,,,,,,1.78748E+11,,,1.21549E+13,,,,,,,,,,,,,,,,,
1805700.8362,9.8696,12932741374102.6000,,,,,,,1.77161E+11,,,1.27556E+13,,,,,,,,,,,,,,,,,
1777774.4820,9.2380,13775562549069.8000,,,,,,,88874597091,,,1.36867E+13,,,,,,,,,,,,,,,,,
1777774.4820,11.2656,11296129874327.8000,,,,,,,6.12968E+11,,,1.06832E+13,,,,,,,,,,,,,,,,,
1777774.4820,9.1824,13858952476969.5000,,,,,,,1.77679E+11,,,1.36813E+13,,,,,,,,,,,,,,,,,
1777774.4820,9.9380,12805138417085.6000,,,,,,,1.76623E+11,,,1.26285E+13,,,,,,,,,,,,,,,,,
1777774.4820,10.8029,11780032891844.9000,,,,,,,2.63732E+11,,,1.15163E+13,,,,,,,,,,,,,,,,,
1777774.4820,9.1599,13892897914997.0000,,,,,,,8.01513E+11,,,1.30914E+13,,,,,,,,,,,,,,,,,
1777774.4820,9.5360,13345038800856.5000,,,,,,,4.41889E+11,,,1.29032E+13,,,,,,,,,,,,,,,,,
